fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2012,897,497,604,0,9999,"DEFENSE,DEPARTMENT OF",182546.72,rev IOC 13.08.02,NA,NA,NA,NA,897,897,0,NA,1,VETERANS' AFFAIRS FED PROJECTS,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2013,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",346518.03,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2013,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",17802373.04,rev IOC 13.08.02,NA,NA,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2013,897,497,604,0,9999,"DEFENSE,DEPARTMENT OF",202237,rev IOC 13.08.02,NA,NA,NA,NA,897,897,0,NA,1,VETERANS' AFFAIRS FED PROJECTS,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2014,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",599385.75,rev IOC 15.09.28,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2014,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",16327151.97,rev IOC 15.09.28,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2014,897,497,604,0,9999,"DEFENSE,DEPARTMENT OF",177025,rev IOC 15.09.28,VETERANS' AFFAIRS FED PROJECTS,VETERANS' AFFAIRS,NA,NA,897,897,0,NA,1,VETERANS' AFFAIRS FED PROJECTS,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2015,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",1215433.65,rev ioc 16.01.07,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2015,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",16220273.56,rev ioc 16.01.07,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2015,897,497,604,0,9999,"DEFENSE,DEPARTMENT OF",170460.21,rev ioc 16.01.07,VETERANS' AFFAIRS FED PROJECTS,VETERANS' AFFAIRS,NA,NA,897,897,0,NA,1,VETERANS' AFFAIRS FED PROJECTS,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2016,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",502089.2,rev ioc 16.08.04,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2016,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",16521073.16,rev ioc 16.08.04,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2016,897,497,604,0,9999,"DEFENSE,DEPARTMENT OF",147659,rev ioc 16.08.04,VETERANS' AFFAIRS FED PROJECTS,VETERANS' AFFAIRS,NA,NA,897,897,0,NA,1,VETERANS' AFFAIRS FED PROJECTS,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2017,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",876332.67,rev ioc 17.11.29,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2017,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",20196574.68,rev ioc 17.11.29,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2017,897,497,604,0,9999,"DEFENSE,DEPARTMENT OF",852.8,rev ioc 17.11.29,VETERANS' AFFAIRS FED PROJECTS,VETERANS' AFFAIRS,NA,NA,897,897,0,NA,1,VETERANS' AFFAIRS FED PROJECTS,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2018,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",1365648.24,NA,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2018,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",20479007.86,NA,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2019,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",2163717.91,rev ioc 12.11.2019,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2019,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",22559166.25,rev ioc 12.11.2019,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2019,636,420,604,0,9999,"DEFENSE,DEPARTMENT OF",636343.31,rev ioc 12.11.2019,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2020,1,466,604,0,9999,"DEFENSE,DEPARTMENT OF",885213.64,rev ioc 03.11.2020,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2020,333,466,604,0,9999,"DEFENSE,DEPARTMENT OF",20545181.32,rev ioc 03.11.2020,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2020,636,420,604,0,9999,"DEFENSE,DEPARTMENT OF",686384.61,rev ioc 03.11.2020,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2020,927,466,604,0,9999,"DEFENSE,DEPARTMENT OF",5642268,rev ioc 03.11.2020,IL NATNL GUARD ARMORY CONSTR,MILITARY AFFAIRS,NA,NA,927,927,0,NA,1,IL NATNL GUARD ARMORY CONSTR,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2021,1,466,604,NA,NA,"DEFENSE,DEPARTMENT OF",1544548.03,NA,GENERAL REVENUE,MILITARY AFFAIRS,A,GENERAL FUNDS,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2021,333,466,604,NA,NA,"DEFENSE,DEPARTMENT OF",21881093.43,NA,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,G,FEDERAL TRUST FUNDS,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2021,636,420,604,NA,NA,"DEFENSE,DEPARTMENT OF",996375.61,NA,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,G,FEDERAL TRUST FUNDS,0636-B,636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2021,905,422,604,NA,NA,"DEFENSE,DEPARTMENT OF",33080.43,NA,IL FORESTRY DEVELOPMENT,NATURAL RESOURCES,D,SPECIAL STATE FUNDS,905,905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2021,927,466,604,NA,NA,"DEFENSE,DEPARTMENT OF",5157014.34,NA,IL NATNL GUARD ARMORY CONSTR,MILITARY AFFAIRS,D,SPECIAL STATE FUNDS,927,927,0,NA,1,IL NATNL GUARD ARMORY CONSTR,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2022,1,466,604,NA,NA,"DEFENSE,DEPARTMENT OF",3699258.07,NA,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2022,333,466,604,NA,NA,"DEFENSE,DEPARTMENT OF",19890580.22,NA,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2022,636,420,604,NA,NA,"DEFENSE,DEPARTMENT OF",937411.46,NA,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
2022,927,466,604,NA,NA,"DEFENSE,DEPARTMENT OF",6872254.19,NA,IL NATNL GUARD ARMORY CONSTR,MILITARY AFFAIRS,NA,NA,927,927,0,NA,1,IL NATNL GUARD ARMORY CONSTR,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,.,NA,NA,NA
1998,906,493,605,0,.,"ARMY, DEPARTMENT OF",4999.87,rev IOC 13.08.02,NA,NA,NA,NA,906,906,0,NA,1,STATE POLICE SERVICES,D,Special State Funds,1,1,"ARMY, DEPARTMENT OF",57,.,NA,NA,NA
1999,906,493,605,0,.,"ARMY, DEPARTMENT OF",4277.64,rev_IOC 13.08.02,NA,NA,NA,NA,906,906,0,NA,1,STATE POLICE SERVICES,D,Special State Funds,1,1,"ARMY, DEPARTMENT OF",57,.,NA,NA,NA
