"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","rev_type_name_COMPTROLLER","covid_dollars","employee_premiums","rev_type_new"
"82",2012,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",249.43,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"83",2013,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",3575.73,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"84",2014,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",9521.53,"rev IOC 15.09.28","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"85",2015,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",3138.78,"rev ioc 16.01.07","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"86",2016,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",6224.11,"rev ioc 16.08.04","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"87",2017,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",6118.78,"rev ioc 17.11.29","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"88",2018,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",23470.61,NA,"GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"89",2019,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",7158.51,"rev ioc 12.11.2019","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"90",2020,"0001","426","0004",0,"9999","FIELD/AFTER CARE SERVICES",21569.05,"rev ioc 03.11.2020","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"91",2021,"0001","425","0004",NA,NA,"FIELD/AFTER CARE SERVICES",470.5,NA,"GENERAL REVENUE","JUVENILE JUSTICE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"92",2021,"0001","426","0004",NA,NA,"FIELD/AFTER CARE SERVICES",10197.3,NA,"GENERAL REVENUE","CORRECTIONS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"93",2022,"0001","426","0004",NA,NA,"FIELD/AFTER CARE SERVICES",6110.37,NA,"GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","FIELD/AFTER CARE SERVICES","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"94",1998,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",4514.73,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"95",1999,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",5303.93,"rev_IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"96",2000,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",4651.13,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"97",2001,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",4822.81,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"98",2002,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",6459.25,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"99",2003,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",8824.24,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"100",2004,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",3592.95,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"101",2005,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",11298.77,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"102",2006,"0001","426","0005",0,".","CENTRALIA CORRECTIONAL CTR",1926.26,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"103",2007,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",7543.25,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"104",2008,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",574.97,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"105",2009,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",5719.53,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"106",2010,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",458.16,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"107",2011,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",920.64,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"108",2012,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",748.05,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"109",2013,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",2350.92,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"110",2014,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",797.87,"rev IOC 15.09.28","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"111",2015,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",2231.71,"rev ioc 16.01.07","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"112",2016,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",857.62,"rev ioc 16.08.04","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"113",2017,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",691.03,"rev ioc 17.11.29","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"114",2018,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",983.56,NA,"GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"115",2019,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",986.38,"rev ioc 12.11.2019","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"116",2020,"0001","426","0005",0,"9999","CENTRALIA CORRECTIONAL CTR",611.52,"rev ioc 03.11.2020","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"117",2021,"0001","426","0005",NA,NA,"CENTRALIA CORRECTIONAL CTR",460.23,NA,"GENERAL REVENUE","CORRECTIONS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"118",2022,"0001","426","0005",NA,NA,"CENTRALIA CORRECTIONAL CTR",574.38,NA,"GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CENTRALIA CORRECTIONAL CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"119",1998,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",1725.51,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"120",1999,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",620.95,"rev_IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"121",2000,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",894.35,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"122",2001,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",1298.48,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"123",2002,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",1021.41,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"124",2003,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",3048.01,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"125",2004,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",1260.21,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"126",2005,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",1673.2,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"127",2006,"0001","426","0006",0,".","DWIGHT CORRECTIONAL CENTER",2075.76,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"128",2007,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",1085.46,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"129",2008,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",1555.85,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"130",2009,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",2387,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"131",2010,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",3933.72,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"132",2011,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",625.2,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"133",2012,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",384.68,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"134",2013,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",364.85,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"135",2014,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",1893.46,"rev IOC 15.09.28","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"136",2015,"0001","426","0006",0,"9999","DWIGHT CORRECTIONAL CENTER",225,"rev ioc 16.01.07","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWIGHT CORRECTIONAL CENTER","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"137",1998,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",2731.96,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"138",1999,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",452.44,"rev_IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"139",2000,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",805.86,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"140",2001,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",257.1,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"141",2002,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",2818.66,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"142",2003,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",2184.64,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"143",2004,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",11833.55,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"144",2005,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",405.43,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"145",2006,"0001","426","0007",0,".","JACKSONVILLE CORRECTION CTR",515.52,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"146",2007,"0001","426","0007",0,"9999","JACKSONVILLE CORRECTION CTR",421.22,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"147",2008,"0001","426","0007",0,"9999","JACKSONVILLE CORRECTION CTR",456.49,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"148",2009,"0001","426","0007",0,"9999","JACKSONVILLE CORRECTION CTR",522.5,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"149",2010,"0001","426","0007",0,"9999","JACKSONVILLE CORRECTION CTR",321.31,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"150",2011,"0001","426","0007",0,"9999","JACKSONVILLE CORRECTION CTR",1425.52,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
"151",2012,"0001","426","0007",0,"9999","JACKSONVILLE CORRECTION CTR",326.96,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JACKSONVILLE CORRECTION CTR","36","RECEIPTS FROM REVENUE PRODUCNG",NA,NA,NA,"RECEIPTS FROM REVENUE PRODUCNG",0,0,"36"
